dateTime,last,lastDateTime,volBid,volAsk,bid,ask,vol
1356891480000,1.32276,0,0,0,0,0,0
1356891540000,1.32277,0,0,0,0,0,0
1356891600000,1.32276,0,0,0,0,0,0
1356891660000,1.32297,0,0,0,0,0,0
1356891720000,1.32317,0,0,0,0,0,0
1356891780000,1.32316,0,0,0,0,0,0
1356891840000,1.32327,0,0,0,0,0,0
1356891900000,1.32329,0,0,0,0,0,0
1356891960000,1.32319,0,0,0,0,0,0
1356892020000,1.32318,0,0,0,0,0,0
1356892080000,1.32328,0,0,0,0,0,0
1356892140000,1.32335,0,0,0,0,0,0
1356892200000,1.32336,0,0,0,0,0,0
1356892260000,1.32326,0,0,0,0,0,0
1356892320000,1.32325,0,0,0,0,0,0
1356892380000,1.32324,0,0,0,0,0,0
1356892440000,1.32326,0,0,0,0,0,0
1356892500000,1.32315,0,0,0,0,0,0
1356892560000,1.32314,0,0,0,0,0,0
1356892620000,1.32314,0,0,0,0,0,0
1356892680000,1.32314,0,0,0,0,0,0
1356892740000,1.32324,0,0,0,0,0,0
1356892800000,1.32332,0,0,0,0,0,0
1356892860000,1.32328,0,0,0,0,0,0
1356892920000,1.32324,0,0,0,0,0,0
1356892980000,1.32324,0,0,0,0,0,0
1356893100000,1.32323,0,0,0,0,0,0
1356893160000,1.32316,0,0,0,0,0,0
1356893220000,1.32314,0,0,0,0,0,0
1356893280000,1.32314,0,0,0,0,0,0
1356893340000,1.32322,0,0,0,0,0,0
1356893400000,1.32324,0,0,0,0,0,0
1356893460000,1.32325,0,0,0,0,0,0
1356893520000,1.32317,0,0,0,0,0,0
1356893580000,1.32335,0,0,0,0,0,0
1356893640000,1.32289,0,0,0,0,0,0
1356893700000,1.32302,0,0,0,0,0,0
1356893760000,1.32306,0,0,0,0,0,0
1356893820000,1.32301,0,0,0,0,0,0
1356893880000,1.32286,0,0,0,0,0,0
1356893940000,1.32287,0,0,0,0,0,0
1356894000000,1.32293,0,0,0,0,0,0
1356894060000,1.32305,0,0,0,0,0,0
1356894120000,1.32304,0,0,0,0,0,0
1356894180000,1.32304,0,0,0,0,0,0
1356894240000,1.32309,0,0,0,0,0,0
1356894300000,1.32312,0,0,0,0,0,0
1356894360000,1.32307,0,0,0,0,0,0
1356894420000,1.32311,0,0,0,0,0,0
1356894480000,1.32304,0,0,0,0,0,0
1356894540000,1.32304,0,0,0,0,0,0
1356894600000,1.32303,0,0,0,0,0,0
1356894660000,1.32298,0,0,0,0,0,0
1356894720000,1.32293,0,0,0,0,0,0
1356894780000,1.32293,0,0,0,0,0,0
1356894840000,1.32279,0,0,0,0,0,0
1356894900000,1.32277,0,0,0,0,0,0
1356894960000,1.32269,0,0,0,0,0,0
1356895020000,1.32237,0,0,0,0,0,0
1356895080000,1.32232,0,0,0,0,0,0
1356895140000,1.32233,0,0,0,0,0,0
1356895200000,1.32233,0,0,0,0,0,0
